25.03  01:38:25 ;0;0;0;0;
25.03  01:39:25 ;0;0;0;0;
25.03  01:40:25 ;0;0;0;0;
25.03  01:41:25 ;0;0;0;0;
25.03  01:42:25 ;0;0;0;0;
25.03  01:43:25 ;0;0;0;0;
25.03  01:44:25 ;0;0;0;0;
25.03  01:45:25 ;0;0;0;0;
25.03  01:46:25 ;0;0;0;0;
25.03  01:47:25 ;0;0;0;0;
25.03  01:48:25 ;0;0;0;0;
25.03  01:49:25 ;0;0;0;0;
25.03  01:50:25 ;0;0;0;0;
25.03  01:51:25 ;0;0;0;0;
25.03  01:52:25 ;0;0;0;0;
25.03  01:53:25 ;0;0;0;0;
25.03  01:54:25 ;0;0;0;0;
25.03  01:55:25 ;0;0;0;0;
25.03  01:56:25 ;0;0;0;0;
25.03  01:57:25 ;0;0;0;0;
25.03  01:58:25 ;0;0;0;0;
25.03  01:59:25 ;0;0;0;0;
25.03  02:00:25 ;0;0;0;0;
25.03  02:01:25 ;0;0;0;0;
25.03  02:02:25 ;0;0;0;0;
25.03  02:03:25 ;0;0;0;0;
25.03  02:04:25 ;0;0;0;0;
25.03  02:05:25 ;0;0;0;0;
25.03  02:06:25 ;0;0;0;0;
25.03  02:07:25 ;0;0;0;0;
25.03  02:08:25 ;0;0;0;0;
25.03  02:09:25 ;0;0;0;0;
25.03  02:10:25 ;0;0;0;0;
25.03  02:11:25 ;0;0;0;0;
25.03  02:12:25 ;0;0;0;0;
25.03  02:13:25 ;0;0;0;0;
25.03  02:14:25 ;0;0;0;0;
25.03  02:15:25 ;0;0;0;0;
25.03  02:16:25 ;0;0;0;0;
25.03  02:17:25 ;0;0;0;0;
25.03  02:18:25 ;0;0;0;0;
25.03  02:19:25 ;0;0;0;0;
25.03  02:20:25 ;0;0;0;0;
25.03  02:21:25 ;0;0;0;0;
25.03  02:22:25 ;0;0;0;0;
25.03  02:23:25 ;0;0;0;0;
25.03  02:24:25 ;0;0;0;0;
25.03  02:25:25 ;0;0;0;0;
25.03  02:26:25 ;0;0;0;0;
25.03  02:27:25 ;0;0;0;0;
25.03  02:28:25 ;0;0;0;0;
25.03  02:29:25 ;0;0;0;0;
25.03  02:30:25 ;0;0;0;0;
25.03  02:31:25 ;0;0;0;0;
25.03  02:32:25 ;0;0;0;0;
25.03  02:33:25 ;0;0;0;0;
25.03  02:34:25 ;0;0;0;0;
25.03  02:35:25 ;0;0;0;0;
25.03  02:36:25 ;0;0;0;0;
25.03  02:37:25 ;0;0;0;0;
25.03  02:38:25 ;0;0;0;0;
25.03  02:39:25 ;0;0;0;0;
25.03  02:40:25 ;0;0;0;0;
25.03  02:41:25 ;0;0;0;0;
25.03  02:42:25 ;0;0;0;0;
25.03  02:43:25 ;0;0;0;0;
25.03  02:44:25 ;0;0;0;0;
25.03  02:45:25 ;0;0;0;0;
25.03  02:46:25 ;0;0;0;0;
25.03  02:47:25 ;0;0;0;0;
25.03  02:48:25 ;0;0;0;0;
25.03  02:49:25 ;0;0;0;0;
25.03  02:50:25 ;0;0;0;0;
25.03  02:51:25 ;0;0;0;0;
25.03  02:52:25 ;0;0;0;0;
25.03  02:53:25 ;0;0;0;0;
25.03  02:54:25 ;0;0;0;0;
25.03  02:55:25 ;0;0;0;0;
25.03  02:56:25 ;0;0;0;0;
25.03  02:57:25 ;0;0;0;0;
25.03  02:58:25 ;0;0;0;0;
25.03  02:59:25 ;0;0;0;0;
25.03  03:00:25 ;0;0;0;0;
25.03  03:01:35 ;0;0;0;0;
25.03  03:02:25 ;0;0;0;0;
25.03  03:03:25 ;0;0;0;0;
25.03  03:04:25 ;0;0;0;0;
25.03  03:48:27 ;0;0;0;0;
25.03  03:58:47 ;0;0;0;0;
25.03  03:59:47 ;0;0;0;0;
25.03  04:00:47 ;0;0;0;0;
25.03  04:01:47 ;0;0;0;0;
25.03  04:02:47 ;0;0;0;0;
25.03  04:03:47 ;0;0;0;0;
25.03  04:04:47 ;0;0;0;0;
25.03  04:05:47 ;0;0;0;0;
25.03  04:06:47 ;0;0;0;0;
25.03  04:07:47 ;0;0;0;0;
25.03  04:08:47 ;0;0;0;0;
25.03  04:09:47 ;0;0;0;0;
25.03  04:10:47 ;0;0;0;0;
25.03  04:11:47 ;0;0;0;0;
25.03  04:12:47 ;0;0;0;0;
25.03  04:13:47 ;0;0;0;0;
25.03  04:14:47 ;0;0;0;0;
25.03  04:15:47 ;0;0;0;0;
25.03  04:16:47 ;0;0;0;0;
25.03  04:17:47 ;0;0;0;0;
25.03  04:18:47 ;0;0;0;0;
25.03  04:19:47 ;0;0;0;0;
25.03  04:20:47 ;0;0;0;0;
25.03  04:21:47 ;0;0;0;0;
25.03  04:22:47 ;0;0;0;0;
25.03  04:23:47 ;0;0;0;0;
25.03  04:24:47 ;0;0;0;0;
25.03  04:25:47 ;0;0;0;0;
25.03  04:26:47 ;0;0;0;0;
25.03  04:27:47 ;0;0;0;0;
25.03  04:28:47 ;0;0;0;0;
25.03  04:29:47 ;0;0;0;0;
25.03  04:30:47 ;0;0;0;0;
25.03  04:31:47 ;0;0;0;0;
25.03  04:32:47 ;0;0;0;0;
25.03  04:33:47 ;0;0;0;0;
25.03  04:34:47 ;0;0;0;0;
25.03  04:35:47 ;0;0;0;0;
25.03  04:36:47 ;0;0;0;0;
25.03  04:37:47 ;0;0;0;0;
25.03  04:38:47 ;0;0;0;0;
25.03  04:39:47 ;0;0;0;0;
25.03  04:40:47 ;0;0;0;0;
25.03  04:41:47 ;0;0;0;0;
25.03  04:42:47 ;0;0;0;0;
25.03  04:43:47 ;0;0;0;0;
25.03  04:44:47 ;0;0;0;0;
25.03  04:45:47 ;0;0;0;0;
25.03  04:46:47 ;0;0;0;0;
25.03  04:47:47 ;0;0;0;0;
25.03  04:48:47 ;0;0;0;0;
25.03  04:49:47 ;0;0;0;0;
25.03  04:50:47 ;0;0;0;0;
25.03  04:51:47 ;0;0;0;0;
25.03  04:53:01 ;0;0;0;0;
25.03  04:53:47 ;0;0;0;0;
25.03  04:54:47 ;0;0;0;0;
25.03  05:11:55 ;0;0;0;0;
25.03  06:00:59 ;0;0;0;0;
25.03  06:06:20 ;0;0;0;0;
